Gene1,Gene2,Score
JUN,GANAB,337.0
JUN,CENPO,310.0
JUN,UQCR11,507.0
JUN,CD74,1175.0
JUN,RFESD,438.0
JUN,STAMBPL1,615.0
JUN,ITFG1,698.0
JUN,2310057M21RIK,527.0
JUN,GYG,683.0
JUN,BLNK,417.0
JUN,CSGALNACT2,499.0
JUN,SHMT1,759.0
JUN,RPA2,324.0
JUN,ALAD,358.0
JUN,MFSD14B,370.0
JUN,ATAD2,612.0
JUN,SLC2A6,501.0
JUN,PFAS,265.0
JUN,KIF2C,465.0
JUN,HOOK3,526.0
JUN,SGO1,414.0
JUN,KAZALD1,408.0
JUN,SSR1,375.0
JUN,IFITM3,515.0
JUN,DUT,278.0
JUN,OAS1B,565.0
JUN,EDEM1,326.0
JUN,FCER1G,352.0
JUN,USP25,276.0
JUN,COX6A1,325.0
JUN,LHFPL2,930.0
JUN,RGS19,382.0
JUN,ATRN,336.0
JUN,NRROS,397.0
JUN,NEIL3,814.0
JUN,ANXA1,348.0
JUN,MAPK8IP3,316.0
JUN,CKS1B,376.0
JUN,MARCH5,414.0
JUN,COG6,437.0
JUN,ZFP943,385.0
JUN,COA5,509.0
JUN,SEL1L,322.0
JUN,OTUD6B,265.0
JUN,ESCO2,376.0
JUN,CTR9,333.0
JUN,NCL,477.0
JUN,ZNRF2,253.0
JUN,GUCD1,469.0
JUN,DTL,246.0
JUN,FAM168B,382.0
JUN,VPS11,414.0
JUN,NELFB,262.0
JUN,GMCL1,243.0
JUN,FNDC3B,372.0
JUN,GPKOW,288.0
JUN,NCLN,455.0
JUN,RANBP3,428.0
JUN,PRELID3B,411.0
JUN,CNRIP1,407.0
JUN,SLC39A6,541.0
JUN,LIMD2,1229.0
JUN,IFI30,426.0
JUN,MED22,580.0
JUN,UBR7,377.0
JUN,GCDH,283.0
JUN,CUL2,456.0
JUN,DARS,300.0
JUN,RNF115,343.0
JUN,HPSE,629.0
JUN,NHP2,270.0
JUN,ANXA4,1134.0
JUN,MCM5,254.0
JUN,TMEM206,431.0
JUN,COX4I1,222.0
JUN,ABCD2,362.0
JUN,1700017B05RIK,647.0
JUN,SLC35B4,290.0
JUN,MRPL20,481.0
JUN,CENPK,274.0
JUN,IL6ST,411.0
JUN,RCSD1,1162.0
JUN,NWD1,482.0
JUN,ABCD1,276.0
JUN,NSMF,360.0
JUN,2610301B20RIK,403.0
JUN,HSPH1,338.0
JUN,STT3A,350.0
JUN,RMND5B,729.0
JUN,METTL27,875.0
JUN,TNFSF14,369.0
JUN,NEK8,765.0
JUN,SFXN1,864.0
JUN,PAG1,314.0
JUN,DHRS3,354.0
JUN,ST3GAL5,679.0
JUN,RGS2,269.0
JUN,XRCC5,430.0
JUN,NPTN,379.0
JUN,CSF2RB,356.0
JUN,NFAT5,687.0
JUN,OSBPL1A,420.0
JUN,DHX32,811.0
JUN,DNAJC9,436.0
JUN,FAM160B2,509.0
JUN,ZFP160,319.0
JUN,TRIB2,438.0
JUN,HMMR,1021.0
JUN,TEX10,253.0
JUN,MESD,234.0
JUN,SLFN8,341.0
JUN,TTF1,435.0
JUN,SLC2A3,415.0
JUN,STX17,571.0
JUN,PDCD4,607.0
JUN,METTL8,404.0
JUN,TMEM209,362.0
JUN,EGR1,505.0
JUN,VPS26B,367.0
JUN,RAB11FIP3,1007.0
JUN,CD52,289.0
JUN,SLC43A3,1605.0
JUN,CDK17,631.0
JUN,SRM,412.0
JUN,ACLY,283.0
JUN,HIST1H1C,426.0
JUN,ATP8A1,412.0
JUN,COG7,1025.0
JUN,RAB27B,1117.0
JUN,F11R,645.0
JUN,SERP1,281.0
JUN,DDOST,444.0
JUN,SLC16A10,388.0
JUN,PTDSS1,348.0
JUN,FBXO5,824.0
JUN,DYNLL1,338.0
JUN,PPOX,317.0
JUN,EMILIN1,379.0
JUN,MCM2,291.0
JUN,MAPK1,385.0
JUN,MTOR,265.0
JUN,EXT2,552.0
JUN,AK1,301.0
JUN,SYNRG,297.0
JUN,MAVS,618.0
JUN,TMEM8,751.0
JUN,RHBDF1,743.0
JUN,AP1G2,302.0
JUN,PJA2,229.0
JUN,ANKRD13D,353.0
JUN,1700066M21RIK,421.0
JUN,ZSCAN12,345.0
JUN,STRN3,305.0
JUN,PDE12,323.0
JUN,CAPN7,797.0
JUN,CD93,369.0
JUN,TCP11L2,386.0
JUN,PSMC2,356.0
JUN,SZT2,318.0
JUN,PBX1,340.0
JUN,MFSD1,239.0
JUN,JMY,400.0
JUN,CLEC5A,1089.0
JUN,C1RL,459.0
JUN,SH2D3C,503.0
JUN,ST6GALNAC4,473.0
JUN,LRRC14,338.0
JUN,FGL2,356.0
JUN,LYRM9,433.0
JUN,EIF4ENIF1,327.0
JUN,SLC6A6,285.0
JUN,CD81,558.0
JUN,TIPIN,272.0
JUN,STOM,347.0
JUN,SERPINB9,457.0
JUN,RNF141,356.0
JUN,PWP2,339.0
JUN,API5,503.0
JUN,MARCH8,285.0
JUN,HDAC2,315.0
JUN,NFAM1,378.0
JUN,STAG2,615.0
JUN,CDCA8,352.0
JUN,TPX2,262.0
JUN,CORO7,271.0
JUN,UBA5,625.0
JUN,RFC5,430.0
JUN,LDAH,342.0
JUN,HEXA,533.0
JUN,BUB1,344.0
JUN,TANGO2,326.0
JUN,SPIRE1,823.0
JUN,STK17B,514.0
JUN,ATP5F1,267.0
JUN,RPN1,268.0
JUN,H2-AA,467.0
JUN,NDUFS1,495.0
JUN,NEK6,746.0
JUN,PLK1,468.0
JUN,STARD4,258.0
JUN,DRAM2,293.0
JUN,CEPT1,293.0
JUN,NSUN3,250.0
JUN,SELENOP,511.0
JUN,POLR3F,221.0
JUN,TMBIM1,443.0
JUN,BANK1,375.0
JUN,HEBP1,711.0
JUN,SPC24,352.0
JUN,ZFP322A,501.0
JUN,OAS2,366.0
JUN,POLA2,306.0
JUN,TRMT12,341.0
JUN,CRNKL1,326.0
JUN,FKBP1A,276.0
JUN,FAM126A,336.0
JUN,KCTD9,534.0
JUN,ABCC5,207.0
JUN,ZFP24,357.0
JUN,EXOC6B,340.0
JUN,SQLE,302.0
JUN,PPAT,330.0
JUN,USF3,290.0
JUN,NCAPG,268.0
JUN,GSN,537.0
JUN,ELP2,351.0
JUN,RNF4,265.0
JUN,FCGRT,360.0
JUN,S1PR1,229.0
JUN,TOMM22,229.0
JUN,G2E3,519.0
JUN,CCL9,377.0
JUN,ANGPT1,678.0
JUN,ARMT1,357.0
JUN,ACSL5,315.0
JUN,BC035044,955.0
JUN,MCM10,240.0
JUN,PGM1,309.0
JUN,ITPR1,290.0
JUN,HASPIN,652.0
JUN,C1QTNF12,328.0
JUN,TUBB4B,408.0
JUN,APEH,209.0
JUN,SF3B3,288.0
JUN,RPA1,207.0
JUN,GPR107,381.0
JUN,FECH,264.0
JUN,CYP20A1,319.0
JUN,CCND3,348.0
JUN,GFM1,309.0
JUN,TCP1,251.0
JUN,LPCAT1,596.0
JUN,PACS1,948.0
JUN,FKTN,286.0
JUN,THSD1,403.0
JUN,RNF213,993.0
JUN,CHCHD2,271.0
JUN,MCM7,360.0
JUN,CDK19,195.0
JUN,FES,272.0
JUN,HCK,1186.0
JUN,ADSL,375.0
JUN,PIGO,688.0
JUN,USP10,374.0
JUN,METAP1D,241.0
JUN,ZDHHC6,399.0
JUN,TAB3,374.0
JUN,ENDOD1,701.0
JUN,TMX3,212.0
JUN,PRKCD,815.0
JUN,LIG1,209.0
JUN,TMEM186,247.0
JUN,RPRD1B,174.0
JUN,TRIM23,337.0
JUN,FRRS1,334.0
JUN,CSTF2,383.0
JUN,GYPC,629.0
JUN,POLE3,216.0
JUN,XRCC2,234.0
JUN,PGM2L1,307.0
JUN,UBAC1,280.0
JUN,BUB3,238.0
JUN,ADAMTS10,505.0
JUN,TMEM109,302.0
JUN,PTGER2,427.0
JUN,LYN,622.0
JUN,ZFP61,255.0
JUN,SH3BGRL,355.0
JUN,MYLK,431.0
JUN,ZDHHC24,329.0
JUN,ALDH9A1,243.0
JUN,SMC4,400.0
JUN,FAM91A1,329.0
JUN,RPS6KC1,354.0
JUN,GMPS,258.0
JUN,MTAP,359.0
JUN,RAB18,465.0
JUN,LLGL1,337.0
JUN,MIS12,252.0
JUN,HNRNPAB,397.0
JUN,DPH6,248.0
JUN,SERPINB6A,388.0
JUN,ZFP7,327.0
JUN,NPM1,458.0
JUN,AP1S2,289.0
JUN,AP1B1,265.0
JUN,ASF1B,213.0
JUN,IL21R,525.0
JUN,EYA2,855.0
JUN,RPGRIP1L,393.0
JUN,TTLL12,251.0
JUN,LMO4,231.0
JUN,APLP2,325.0
JUN,RIPOR2,256.0
JUN,PFKP,393.0
JUN,ERCC4,377.0
JUN,SEPSECS,420.0
JUN,GRN,281.0
JUN,ANKLE1,247.0
JUN,MAP4K2,848.0
JUN,BTBD10,284.0
JUN,GPR146,453.0
JUN,IL7R,247.0
JUN,ADAT1,241.0
JUN,PREP,398.0
JUN,RPS6KA5,245.0
JUN,PDLIM5,287.0
JUN,CTSB,229.0
JUN,DHFR,208.0
JUN,PPA1,370.0
JUN,ABL1,244.0
JUN,HIPK3,722.0
JUN,PSMF1,294.0
JUN,ARHGAP25,322.0
JUN,HMGB2,259.0
JUN,SFT2D3,317.0
JUN,NCF1,980.0
JUN,CENPI,283.0
JUN,RNASEL,277.0
JUN,MIGA2,346.0
JUN,B3GNT5,752.0
JUN,SATB1,875.0
JUN,MBTPS1,256.0
JUN,SLC18A1,278.0
JUN,SMPD1,311.0
JUN,RCAN3,292.0
JUN,SLC41A3,342.0
JUN,COMT,254.0
JUN,IRGM2,512.0
JUN,OTULINL,292.0
JUN,RB1,294.0
JUN,TUBGCP3,284.0
JUN,CTNNAL1,963.0
JUN,ALCAM,383.0
JUN,NAPRT,605.0
JUN,CLEC4D,321.0
JUN,ATP13A1,302.0
JUN,LRRC8C,288.0
JUN,P3H1,363.0
JUN,CRBN,328.0
JUN,UBA2,259.0
JUN,LZTR1,187.0
JUN,EAF1,368.0
JUN,IL27RA,683.0
JUN,WDR73,231.0
JUN,SPTLC1,309.0
JUN,SPTBN1,271.0
JUN,TBC1D9B,454.0
JUN,RNF19A,223.0
JUN,WDR5,230.0
JUN,LAP3,325.0
JUN,CAT,245.0
JUN,SERPINA3N,660.0
JUN,EEF1E1,399.0
JUN,TMEM177,236.0
JUN,DDX60,313.0
JUN,ATG12,193.0
JUN,AP3S1,193.0
JUN,ATP11A,656.0
JUN,SRBD1,239.0
JUN,NPLOC4,453.0
JUN,WDR55,136.0
JUN,IFI209,303.0
JUN,INPP5B,565.0
JUN,KLHL22,404.0
JUN,FAM45A,303.0
JUN,DYM,273.0
JUN,FGGY,453.0
JUN,COPG2,423.0
JUN,ZFP39,217.0
JUN,ZFP346,253.0
JUN,ZFP397,190.0
JUN,KDM7A,279.0
JUN,ZZZ3,241.0
JUN,VDAC2,205.0
JUN,RNF128,345.0
JUN,PPIC,948.0
JUN,MEIS1,268.0
JUN,NUS1,293.0
JUN,ZFR,220.0
JUN,WLS,585.0
JUN,TMX1,310.0
JUN,CNP,304.0
JUN,PCYT2,222.0
JUN,MXD3,341.0
JUN,ALDOC,358.0
JUN,ZMIZ1,216.0
JUN,R3HCC1L,257.0
JUN,TOLLIP,279.0
JUN,ZFP930,308.0
JUN,TMEM37,183.0
JUN,ATP6AP2,302.0
JUN,ATG4B,309.0
JUN,C330018D20RIK,274.0
JUN,UBR1,255.0
JUN,FARSB,737.0
JUN,PSMG2,226.0
JUN,LYRM4,379.0
JUN,ERCC8,226.0
JUN,SLC19A1,411.0
JUN,TMEM268,279.0
JUN,CCNE1,295.0
JUN,ZNFX1,213.0
JUN,PLD4,356.0
JUN,BDH2,263.0
JUN,RCBTB1,291.0
JUN,TMEM14C,259.0
JUN,PBK,255.0
JUN,PIGQ,569.0
JUN,MRPL37,245.0
JUN,GSAP,379.0
JUN,TTF2,199.0
JUN,SYK,255.0
JUN,SH3TC2,789.0
JUN,ERGIC1,239.0
JUN,CLDN12,291.0
JUN,NDE1,307.0
JUN,PRKCH,247.0
JUN,SUPT7L,386.0
JUN,ZKSCAN3,314.0
JUN,ARMC8,201.0
JUN,MPZL1,297.0
JUN,PKM,338.0
JUN,HSP90B1,224.0
JUN,JARID2,213.0
JUN,MTHFD1,249.0
JUN,SCAMP1,222.0
JUN,RNF145,419.0
JUN,FTSJ3,262.0
JUN,NCAPD2,313.0
JUN,CHUK,300.0
JUN,TSC22D3,192.0
JUN,2210016L21RIK,199.0
JUN,TTC39C,429.0
JUN,TMEM68,294.0
JUN,HPCAL1,238.0
JUN,BCLAF3,214.0
JUN,TXNDC5,220.0
JUN,SDHA,573.0
JUN,ECT2,217.0
JUN,UBXN2B,255.0
JUN,ASNS,423.0
JUN,COX6B1,242.0
JUN,LY6E,426.0
JUN,CLCA3A1,421.0
JUN,CD38,889.0
JUN,YBX3,381.0
JUN,GMNN,194.0
JUN,SLC35F6,886.0
JUN,ASB8,305.0
JUN,GNA14,885.0
JUN,SHKBP1,377.0
JUN,SMC2,250.0
JUN,SEPT8,437.0
JUN,RESF1,213.0
JUN,GM12250,378.0
JUN,TYMS,271.0
JUN,JPT2,220.0
JUN,NGLY1,399.0
JUN,PRODH,459.0
JUN,INKA1,445.0
JUN,KIF20B,171.0
JUN,GOLIM4,165.0
JUN,UNC93B1,356.0
JUN,TRMT11,309.0
JUN,VPS50,356.0
JUN,SNAP47,216.0
JUN,JMJD4,216.0
JUN,STT3B,201.0
JUN,APPL2,516.0
JUN,SEMA3D,485.0
JUN,TMEM50B,446.0
JUN,CYP2J6,379.0
JUN,ABL2,315.0
JUN,STXBP4,227.0
JUN,GTF2E1,234.0
JUN,BUB1B,226.0
JUN,FLNA,263.0
JUN,SASH3,271.0
JUN,MPEG1,844.0
JUN,FAR1,319.0
JUN,GTF3C3,487.0
JUN,ECE1,839.0
JUN,TLK1,204.0
JUN,ZFP143,256.0
JUN,NFXL1,312.0
JUN,JAK3,222.0
JUN,SAT1,256.0
JUN,GFI1B,303.0
JUN,DDX1,350.0
JUN,TECPR1,211.0
JUN,ISYNA1,253.0
JUN,SLC39A8,444.0
JUN,GBP4,255.0
JUN,NSMAF,626.0
JUN,CRISPLD1,818.0
JUN,GEMIN5,358.0
JUN,CDK1,265.0
JUN,MAU2,241.0
JUN,ABCD3,262.0
JUN,PSEN2,216.0
JUN,TIFAB,246.0
JUN,PDE1B,177.0
JUN,DOCK11,237.0
JUN,SMAD2,359.0
JUN,ZMAT1,320.0
JUN,CAMSAP2,246.0
JUN,TEC,181.0
JUN,PFKM,240.0
JUN,ZFP110,431.0
JUN,SLC29A1,788.0
JUN,PSMD6,376.0
JUN,HDAC7,420.0
JUN,KIF13A,269.0
JUN,ZFP871,592.0
JUN,PPM1H,269.0
JUN,ANKFY1,335.0
JUN,SOCS2,285.0
JUN,CORO1A,306.0
JUN,MGLL,484.0
JUN,INTS11,218.0
JUN,H2AFY,231.0
JUN,CPTP,218.0
JUN,KIF17,263.0
JUN,WDR6,189.0
JUN,YBX1,289.0
JUN,PNO1,199.0
JUN,ESR1,310.0
JUN,IGTP,234.0
JUN,4931406C07RIK,299.0
JUN,TRIM12A,239.0
JUN,GJA1,249.0
JUN,DKC1,418.0
JUN,CYFIP2,757.0
JUN,PTGS1,195.0
JUN,TMEM164,331.0
JUN,PADI4,358.0
JUN,PCMTD2,190.0
JUN,TRIM59,205.0
JUN,FNTA,227.0
JUN,PANX1,243.0
JUN,FKBP9,495.0
JUN,REXO4,248.0
JUN,CERS5,187.0
JUN,ABCB10,152.0
JUN,MSH6,193.0
JUN,CDC20,213.0
JUN,FLNB,239.0
JUN,ZFP961,294.0
JUN,TTC39B,190.0
JUN,DPY19L1,252.0
JUN,SUMF1,176.0
JUN,FASTKD3,255.0
JUN,SMPD4,275.0
JUN,TBC1D4,185.0
JUN,5430427O19RIK,324.0
JUN,F13A1,204.0
JUN,EXOC4,245.0
JUN,MYC,433.0
JUN,TM9SF2,186.0
JUN,FADS1,205.0
JUN,DNM1L,458.0
JUN,SLC14A1,608.0
JUN,HSDL1,180.0
JUN,CRACR2B,214.0
JUN,MIOS,331.0
JUN,NRF1,220.0
JUN,BIN2,704.0
JUN,SSX2IP,317.0
JUN,MFGE8,223.0
JUN,PDIA6,223.0
JUN,PIK3C3,241.0
JUN,MCTP2,586.0
JUN,HEMGN,342.0
JUN,MAML3,369.0
JUN,VILL,687.0
JUN,ANLN,174.0
JUN,TAF12,261.0
JUN,PUS7,255.0
JUN,USP15,301.0
JUN,GATM,309.0
JUN,CDC7,236.0
JUN,UGCG,240.0
JUN,DECR1,285.0
JUN,MLLT3,173.0
JUN,ATPIF1,249.0
JUN,TOMM70A,251.0
JUN,SLC43A2,255.0
JUN,TUBGCP5,211.0
JUN,PAPSS2,353.0
JUN,CCNB2,171.0
JUN,SSH3,220.0
JUN,RACGAP1,240.0
JUN,ICA1,288.0
JUN,CCR7,416.0
JUN,NT5DC1,222.0
JUN,DYNC2LI1,449.0
JUN,PCLAF,181.0
JUN,LPIN1,214.0
JUN,GRINA,274.0
JUN,FCHO2,274.0
JUN,UBIAD1,240.0
JUN,SERPINB6B,208.0
JUN,MEMO1,193.0
JUN,CTSO,325.0
JUN,TMEM273,373.0
JUN,NIT1,194.0
JUN,NUP88,199.0
JUN,PPID,337.0
JUN,GCAT,207.0
JUN,ABHD13,358.0
JUN,SPIDR,186.0
JUN,FUT7,195.0
JUN,SERPINB1A,639.0
JUN,1110008L16RIK,185.0
JUN,H1F0,258.0
JUN,BAG2,303.0
JUN,CNN3,349.0
JUN,PLSCR4,451.0
JUN,TMEM64,255.0
JUN,NCKAP1,483.0
JUN,HCFC2,279.0
JUN,GPRASP1,284.0
JUN,CHAMP1,302.0
JUN,IRF8,429.0
JUN,MGST3,219.0
JUN,GPR65,221.0
JUN,NUDT19,297.0
JUN,INTS8,279.0
JUN,LAG3,615.0
JUN,ATP10A,308.0
JUN,ARHGAP4,259.0
JUN,NASP,531.0
JUN,TGFBR1,273.0
JUN,APP,259.0
JUN,SLC16A1,191.0
JUN,ENPP4,270.0
JUN,MARCH6,184.0
JUN,MTMR1,239.0
JUN,CNIH1,273.0
JUN,CIP2A,265.0
JUN,FBXW11,290.0
JUN,BMPR2,260.0
JUN,FNDC3A,426.0
JUN,RUNX2,342.0
JUN,SLC2A1,296.0
JUN,TBC1D24,188.0
JUN,PEAR1,593.0
JUN,RDH10,268.0
JUN,MAMDC2,394.0
JUN,GOLT1B,181.0
JUN,UNC119B,208.0
JUN,TM6SF1,270.0
JUN,RCOR1,264.0
JUN,NAIP5,266.0
JUN,CPQ,226.0
JUN,SNAPC3,201.0
JUN,MCOLN2,307.0
JUN,MTUS1,201.0
JUN,SENP7,275.0
JUN,SFT2D2,264.0
JUN,FAM189B,204.0
JUN,TUBA4A,197.0
JUN,MFSD10,153.0
JUN,CAD,227.0
JUN,CENPF,294.0
JUN,ALS2CL,144.0
JUN,ZFP74,317.0
JUN,CERK,197.0
JUN,ATP11C,256.0
JUN,TTLL7,568.0
JUN,MYLIP,252.0
JUN,INPP1,190.0
JUN,MCM3,208.0
JUN,KIF22,185.0
JUN,SNRPB,280.0
JUN,MAPK9,181.0
JUN,ATP6AP1,202.0
JUN,IFI213,155.0
JUN,SPPL2B,257.0
JUN,TMEM263,380.0
JUN,CCNG1,327.0
JUN,SERPINE2,333.0
JUN,TUBA8,428.0
JUN,COQ8A,204.0
JUN,ATP1B2,323.0
JUN,VSIR,189.0
JUN,RAB3IL1,158.0
JUN,ZBTB38,345.0
JUN,CSRP3,292.0
JUN,GLIPR2,185.0
JUN,VAMP5,268.0
JUN,VPS35,220.0
JUN,TXNRD2,228.0
JUN,RAB31,337.0
JUN,ORC6,220.0
JUN,MTR,238.0
JUN,PPP1R16B,415.0
JUN,ZFP260,241.0
JUN,TNFSF10,275.0
JUN,CKAP5,167.0
JUN,GPR160,262.0
JUN,GPR171,511.0
JUN,FTSJ1,257.0
JUN,TSPOAP1,216.0
JUN,NARF,160.0
JUN,NPDC1,275.0
JUN,UTP4,203.0
JUN,TOP2A,147.0
JUN,PIMREG,202.0
JUN,DECR2,192.0
JUN,SLA2,185.0
JUN,NAGA,272.0
JUN,CTPS,190.0
JUN,IPO13,190.0
JUN,PRKAR2B,195.0
JUN,PGRMC1,217.0
JUN,MNS1,138.0
JUN,ZFP37,262.0
JUN,DDX11,181.0
JUN,COX6A2,347.0
JUN,NUP85,105.0
JUN,P2RY1,483.0
JUN,TENT5A,387.0
JUN,NUDT4,182.0
JUN,ARHGAP29,224.0
JUN,SAPCD2,292.0
JUN,JPT1,342.0
JUN,TMEM18,253.0
JUN,PLEKHA2,476.0
JUN,NR3C2,310.0
JUN,SELENBP1,265.0
JUN,GPR180,204.0
JUN,IFI44,230.0
JUN,USP46,170.0
JUN,PLXNA1,167.0
JUN,DDX31,359.0
JUN,RPP40,172.0
JUN,IKBKE,465.0
JUN,HMGB3,465.0
JUN,ABCG2,159.0
JUN,RORC,462.0
JUN,DCAF4,216.0
JUN,SMYD5,249.0
JUN,TWSG1,372.0
JUN,ITPR2,212.0
JUN,XRCC3,141.0
JUN,BTK,212.0
JUN,RBM33,181.0
JUN,TTC21B,452.0
JUN,PHACTR2,231.0
JUN,AGPS,216.0
JUN,MTO1,263.0
JUN,CTNND2,272.0
JUN,ST8SIA4,154.0
JUN,CSAD,443.0
JUN,NAV1,252.0
JUN,ENPP5,274.0
JUN,ARHGAP15,308.0
JUN,EIF3G,200.0
JUN,POGLUT1,208.0
JUN,MCM6,227.0
JUN,FUT8,238.0
JUN,SLC17A9,193.0
JUN,OBSL1,273.0
JUN,GM973,430.0
JUN,LPIN2,174.0
JUN,NPRL3,141.0
JUN,RPAP1,176.0
JUN,IL17RB,423.0
JUN,PLBD2,167.0
JUN,SLC25A46,172.0
JUN,NOTCH1,312.0
JUN,CPXM1,420.0
JUN,CAMK1,156.0
JUN,SNAP23,310.0
JUN,CCNG2,277.0
JUN,ARHGEF3,180.0
JUN,KLHDC8B,179.0
JUN,GDA,174.0
JUN,TSPAN3,205.0
JUN,SIGLECG,403.0
JUN,HDGFL3,400.0
JUN,ANKRD33B,239.0
JUN,TYK2,159.0
JUN,4833439L19RIK,155.0
JUN,CKAP2,246.0
JUN,KBTBD11,394.0
JUN,PXYLP1,198.0
JUN,ZFP445,270.0
JUN,VEGFC,254.0
JUN,SLC44A2,140.0
JUN,GOLM1,210.0
JUN,TSPAN2,306.0
JUN,TNFRSF13B,381.0
JUN,UBE2CBP,170.0
JUN,RNF125,377.0
JUN,PLCG2,160.0
JUN,FAM110C,377.0
JUN,ELMO3,377.0
JUN,OCLN,246.0
JUN,GK,136.0
JUN,CYC1,199.0
JUN,AFF3,368.0
JUN,HACE1,366.0
JUN,NEO1,365.0
JUN,CCDC112,145.0
JUN,NET1,247.0
JUN,REEP6,111.0
JUN,TAPT1,202.0
JUN,SCARF1,216.0
JUN,MLH3,139.0
JUN,MPND,214.0
JUN,HELLS,244.0
JUN,ANKRD27,229.0
JUN,SSTR2,356.0
JUN,PSTPIP1,274.0
JUN,ARID2,197.0
JUN,RAB37,156.0
JUN,ZFP101,155.0
JUN,KIDINS220,138.0
JUN,CD99L2,247.0
JUN,ATP5B,195.0
JUN,ANK,213.0
JUN,ZBTB20,208.0
JUN,OTUB2,349.0
JUN,B4GALT4,349.0
JUN,SLC22A18,136.0
JUN,PLCB2,215.0
JUN,CARHSP1,279.0
JUN,BCAS3,171.0
JUN,MYO1G,248.0
JUN,PLA2G12A,345.0
JUN,SORL1,231.0
JUN,GHR,338.0
JUN,TMEM106A,337.0
JUN,NDRG2,218.0
JUN,HCFC1,138.0
JUN,GPRC5B,179.0
JUN,IL17RA,325.0
JUN,GCLC,196.0
JUN,FUT4,125.0
JUN,DIS3L2,163.0
JUN,IL12A,800.0
JUN,PRPF39,320.0
JUN,GFI1,320.0
JUN,FGD2,174.0
JUN,ICE1,222.0
JUN,ZMYM3,176.0
JUN,DIS3L,189.0
JUN,AFDN,194.0
JUN,PRDM16,304.0
JUN,CDK6,161.0
JUN,B4GALT6,164.0
JUN,ZFP521,301.0
JUN,TMEM56,172.0
JUN,AK3,202.0
JUN,SP100,174.0
JUN,PRIM1,109.0
JUN,NOXA1,296.0
JUN,SOAT1,205.0
JUN,CPOX,154.0
JUN,CDCA7,191.0
JUN,SGSM1,161.0
JUN,KNSTRN,172.0
JUN,SPRYD4,215.0
JUN,ZFP275,164.0
JUN,FGFRL1,286.0
JUN,SDC1,164.0
JUN,DYNLT3,208.0
JUN,ARCN1,284.0
JUN,CPT1A,152.0
JUN,SLC35G1,281.0
JUN,INSL6,156.0
JUN,FMNL2,174.0
JUN,RP2,107.0
JUN,TK1,276.0
JUN,SLC25A21,184.0
JUN,GAB1,276.0
JUN,HID1,274.0
JUN,LDLRAD3,269.0
JUN,ASPM,138.0
JUN,RNASE6,164.0
JUN,MYCN,145.0
JUN,LRPAP1,175.0
JUN,DPY19L3,265.0
JUN,GNG12,264.0
JUN,POMK,141.0
JUN,MTFR1,263.0
JUN,SIGLECF,262.0
JUN,MGAT5,261.0
JUN,GPC1,162.0
JUN,GBP8,258.0
JUN,SYDE1,130.0
JUN,IGFBP4,138.0
JUN,SNN,135.0
JUN,ALDH1A1,130.0
JUN,FCGR2B,157.0
JUN,FMO5,250.0
JUN,FAM171A1,247.0
JUN,TET1,246.0
JUN,SQOR,139.0
JUN,FAM102A,148.0
JUN,TESPA1,242.0
JUN,SGPP1,167.0
JUN,ITGB5,157.0
JUN,SUSD3,130.0
JUN,SPC25,172.0
JUN,NSDHL,122.0
JUN,VOPP1,119.0
JUN,STAP1,118.0
JUN,SLC37A1,149.0
JUN,PCP4L1,234.0
JUN,MAGEH1,135.0
JUN,CCNB1,117.0
JUN,LY86,129.0
JUN,COBLL1,119.0
JUN,SLC35D3,226.0
JUN,TCEA2,224.0
JUN,NPR2,224.0
JUN,SDC2,220.0
JUN,SMPD2,119.0
JUN,EPDR1,218.0
JUN,KRT18,217.0
JUN,FHL1,217.0
JUN,TMEM185A,112.0
JUN,PML,109.0
JUN,TBC1D2B,214.0
JUN,PATJ,214.0
JUN,KMO,112.0
JUN,ITGA6,116.0
JUN,JAM3,208.0
JUN,IRF6,207.0
JUN,CPNE8,206.0
JUN,A430033K04RIK,205.0
JUN,PRDM15,204.0
JUN,NICN1,111.0
JUN,TM7SF3,199.0
JUN,PHF10,124.0
JUN,GBP10,199.0
JUN,CD7,199.0
JUN,KLRD1,114.0
JUN,TFR2,195.0
JUN,SLC11A2,194.0
JUN,PLIN2,104.0
JUN,H2-OB,130.0
JUN,METTL15,190.0
JUN,FOXO1,190.0
JUN,CD24A,190.0
JUN,PUSL1,189.0
JUN,CD84,188.0
JUN,UBE2C,187.0
JUN,IGDCC4,186.0
JUN,GIMAP8,185.0
JUN,EFNA1,184.0
JUN,CDKN1C,187.0
JUN,TSPAN33,182.0
JUN,SLC16A11,182.0
JUN,AQP1,182.0
JUN,NDNF,181.0
JUN,SPNS2,180.0
JUN,LDHD,180.0
JUN,SH2D5,179.0
JUN,PRDM5,179.0
JUN,EPSTI1,177.0
JUN,CSGALNACT1,177.0
JUN,DCTD,176.0
JUN,ATP2A3,173.0
JUN,ZFP612,172.0
JUN,ALKBH8,172.0
JUN,PIK3IP1,171.0
JUN,MFNG,169.0
JUN,SLC6A15,166.0
JUN,NFATC2,165.0
JUN,ARPP21,165.0
JUN,RAB40B,164.0
JUN,KCNK5,163.0
JUN,IRF7,163.0
JUN,ISLR,162.0
JUN,ST3GAL6,159.0
JUN,SHISA8,159.0
JUN,GIMAP5,159.0
JUN,CTTN,159.0
JUN,RRM2,157.0
JUN,CD48,156.0
JUN,RUNX1T1,155.0
